latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
51.24,30.962,303.1,1,1,2019-10-18,10:50,A,54,6.0NRT,292.4,4.2,D
51.302,31.475,304.6,1,1,2019-10-18,10:50,A,59,6.0NRT,292.5,4.6,D
51.304,31.489,304.6,1,1,2019-10-18,10:50,A,57,6.0NRT,291.8,4.4,D
51.35,33.217,303.6,1.1,1,2019-10-18,10:50,A,54,6.0NRT,292.4,4.7,D
51.355,34.795,303.4,1.2,1.1,2019-10-18,10:50,A,52,6.0NRT,292.8,5.5,D
51.357,34.813,302.7,1.2,1.1,2019-10-18,10:50,A,45,6.0NRT,291.5,5.1,D
51.256,33.987,309,1.1,1.1,2019-10-18,10:50,A,63,6.0NRT,293.2,7.9,D
51.258,34.003,315.3,1.1,1.1,2019-10-18,10:50,A,74,6.0NRT,292.6,13.7,D
50.384,27.994,308.1,1.1,1,2019-10-18,10:50,A,35,6.0NRT,292.1,6.5,D
50.375,27.998,320.2,1.1,1,2019-10-18,10:50,A,80,6.0NRT,293.5,18.4,D
50.377,28.013,306.3,1.1,1,2019-10-18,10:50,A,41,6.0NRT,294.2,5.6,D
51.259,34.396,320.8,1.2,1.1,2019-10-18,10:50,A,79,6.0NRT,293.3,19.6,D
51.261,34.413,322.6,1.2,1.1,2019-10-18,10:50,A,81,6.0NRT,294.3,21.7,D
51.18,34.132,305.2,1.1,1.1,2019-10-18,10:50,A,51,6.0NRT,293.3,5.3,D
50.441,29.775,306.3,1,1,2019-10-18,10:50,A,53,6.0NRT,294.7,5.2,D
49.838,26.874,309.2,1.2,1.1,2019-10-18,10:50,A,65,6.0NRT,294.7,8.9,D
49.841,26.891,319.9,1.2,1.1,2019-10-18,10:50,A,78,6.0NRT,294.7,20.2,D
50.649,32.058,345.6,1,1,2019-10-18,10:50,A,94,6.0NRT,297.6,51.6,D
50.651,32.073,328.9,1,1,2019-10-18,10:50,A,85,6.0NRT,295.7,25.4,D
50.206,29.233,310,1,1,2019-10-18,10:50,A,68,6.0NRT,295.7,7.4,D
49.885,27.49,307.9,1.1,1.1,2019-10-18,10:50,A,62,6.0NRT,295.1,6.6,D
50.714,32.991,304.9,1.1,1,2019-10-18,10:50,A,52,6.0NRT,293.7,4.9,D
49.66,26.931,306.5,1.2,1.1,2019-10-18,10:50,A,57,6.0NRT,294.9,5.9,D
50.587,33.159,306.7,1.1,1,2019-10-18,10:50,A,55,6.0NRT,294.8,5.2,D
50.589,33.173,307.7,1.1,1,2019-10-18,10:50,A,60,6.0NRT,293.3,6,D
50.458,32.363,308.9,1,1,2019-10-18,10:50,A,62,6.0NRT,295.8,6.1,D
50.624,34.165,308.1,1.1,1.1,2019-10-18,10:50,A,62,6.0NRT,294.9,6.8,D
49.632,27.764,303.5,1.1,1.1,2019-10-18,10:50,A,26,6.0NRT,293.4,3.7,D
49.137,25.316,306.4,1.4,1.2,2019-10-18,10:50,A,60,6.0NRT,295.9,6.5,D
50.511,33.977,316.7,1.1,1.1,2019-10-18,10:50,A,75,6.0NRT,295.9,13.2,D
50.513,33.992,326.4,1.1,1.1,2019-10-18,10:50,A,83,6.0NRT,295.1,25.1,D
49.251,26.098,309.5,1.3,1.1,2019-10-18,10:50,A,66,6.0NRT,294.8,9.4,D
49.208,26.532,321.5,1.3,1.1,2019-10-18,10:50,A,80,6.0NRT,294.4,23,D
49.211,26.549,308.2,1.3,1.1,2019-10-18,10:50,A,63,6.0NRT,294.6,7.4,D
49.258,26.798,312.9,1.2,1.1,2019-10-18,10:50,A,70,6.0NRT,296.1,11,D
49.261,26.815,313.8,1.2,1.1,2019-10-18,10:50,A,72,6.0NRT,295.7,12,D
50.154,32.435,313.6,1,1,2019-10-18,10:50,A,63,6.0NRT,294.6,8.5,D
50.123,32.269,316.5,1,1,2019-10-18,10:50,A,73,6.0NRT,297.1,10.8,D
50.125,32.283,315.4,1,1,2019-10-18,10:50,A,72,6.0NRT,296.6,9.8,D
50.143,32.423,311.5,1,1,2019-10-18,10:50,A,43,6.0NRT,298,6.3,D
50.145,32.438,329.5,1,1,2019-10-18,10:50,A,85,6.0NRT,297.8,24.9,D
49.613,28.977,325.2,1.1,1,2019-10-18,10:50,A,82,6.0NRT,296.9,21.8,D
50.292,33.846,310,1.1,1,2019-10-18,10:50,A,63,6.0NRT,296.6,7.9,D
50.294,33.862,305.7,1.1,1,2019-10-18,10:50,A,40,6.0NRT,294.1,5,D
48.303,22.396,306.4,2.1,1.4,2019-10-18,10:50,A,62,6.0NRT,293.3,13.1,D
49.511,28.471,308.1,1.1,1,2019-10-18,10:50,A,60,6.0NRT,292.5,7.4,D
49.513,28.486,305.7,1.1,1,2019-10-18,10:50,A,52,6.0NRT,293.4,5.5,D
50.287,33.855,314,1.1,1,2019-10-18,10:50,A,64,6.0NRT,295.7,10.8,D
50.208,33.52,310.1,1.1,1,2019-10-18,10:50,A,64,6.0NRT,297,6.4,D
49.736,30.22,313.2,1,1,2019-10-18,10:50,A,69,6.0NRT,294.3,10.3,D
50.049,32.417,323.9,1,1,2019-10-18,10:50,A,81,6.0NRT,299,18.1,D
50.051,32.431,344.9,1,1,2019-10-18,10:50,A,93,6.0NRT,300.4,49.9,D
50.052,32.504,347.1,1,1,2019-10-18,10:50,A,94,6.0NRT,299.8,53.9,D
50.012,32.478,309.5,1,1,2019-10-18,10:50,A,54,6.0NRT,297.4,5.3,D
48.923,25.978,326.2,1.4,1.2,2019-10-18,10:50,A,84,6.0NRT,294,34.2,D
49.993,32.543,314.9,1,1,2019-10-18,10:50,A,71,6.0NRT,298,9.6,D
42.709,24.602,310.7,2.3,1.5,2019-10-18,10:50,A,29,6.0NRT,297.4,21.7,D
42.171,24.978,310.1,2.3,1.5,2019-10-18,10:50,A,62,6.0NRT,295.2,16.3,D
42.154,25.381,313.9,2.2,1.4,2019-10-18,10:50,A,70,6.0NRT,300.3,16.1,D
48.174,30.059,311.6,1,1,2019-10-18,10:50,A,40,6.0NRT,299.2,6.2,D
48.194,30.423,313.7,1,1,2019-10-18,10:50,A,66,6.0NRT,300.9,7.5,D
48.196,30.437,328.9,1,1,2019-10-18,10:50,A,83,6.0NRT,299.2,23.5,D
47.941,29.211,310.4,1.1,1,2019-10-18,10:50,A,56,6.0NRT,297.9,6.9,D
48.448,32.535,310.5,1,1,2019-10-18,10:50,A,59,6.0NRT,298.5,5.6,D
47.932,29.215,310,1.1,1,2019-10-18,10:50,A,46,6.0NRT,296.7,6.2,D
48.043,29.883,311.6,1,1,2019-10-18,10:50,A,59,6.0NRT,300.9,5.2,D
48.163,30.765,313.3,1,1,2019-10-18,10:50,A,64,6.0NRT,300.8,6.9,D
48.165,30.779,322.5,1,1,2019-10-18,10:50,A,77,6.0NRT,300.9,15.6,D
48.243,31.296,311.3,1,1,2019-10-18,10:50,A,42,6.0NRT,300.9,4.8,D
47.91,29.254,315.7,1.1,1,2019-10-18,10:50,A,60,6.0NRT,298.8,10.2,D
48.233,31.286,311.1,1,1,2019-10-18,10:50,A,29,6.0NRT,300.9,4.5,D
48.235,31.299,338.8,1,1,2019-10-18,10:50,A,90,6.0NRT,303,36,D
47.901,29.257,322.4,1.1,1,2019-10-18,10:50,A,78,6.0NRT,300.5,17.6,D
47.913,29.328,313.9,1.1,1,2019-10-18,10:50,A,67,6.0NRT,299.8,9.5,D
47.915,29.342,326.9,1.1,1,2019-10-18,10:50,A,82,6.0NRT,298,24,D
48.505,33.309,336.3,1,1,2019-10-18,10:50,A,89,6.0NRT,297.7,34.9,D
48.507,33.322,313.8,1,1,2019-10-18,10:50,A,40,6.0NRT,297.3,8.2,D
48.343,32.178,310.5,1,1,2019-10-18,10:50,A,58,6.0NRT,300.1,4.7,D
48.411,32.672,320.7,1,1,2019-10-18,10:50,A,72,6.0NRT,298.8,13.6,D
48.413,32.686,326.7,1,1,2019-10-18,10:50,A,71,6.0NRT,298.3,20.4,D
48.496,33.311,318.7,1,1,2019-10-18,10:50,A,74,6.0NRT,295.6,12.7,D
48.482,33.273,313,1,1,2019-10-18,10:50,A,66,6.0NRT,297.7,7.9,D
48.483,33.286,325.7,1,1,2019-10-18,10:50,A,81,6.0NRT,297.8,19.9,D
48.566,34.018,310.1,1.1,1,2019-10-18,10:50,A,52,6.0NRT,296.1,8,D
48.568,34.032,312,1.1,1,2019-10-18,10:50,A,49,6.0NRT,296.1,9.7,D
48.516,33.744,308.7,1.1,1,2019-10-18,10:50,A,54,6.0NRT,297.7,5.1,D
47.906,29.617,331,1.1,1,2019-10-18,10:50,A,85,6.0NRT,299.2,28.3,D
48.507,33.746,309,1.1,1,2019-10-18,10:50,A,51,6.0NRT,297.8,5.1,D
47.893,29.593,311.3,1.1,1,2019-10-18,10:50,A,60,6.0NRT,298.5,6.7,D
47.949,29.937,317.8,1,1,2019-10-18,10:50,A,72,6.0NRT,301,10.2,D
47.938,29.926,332.1,1,1,2019-10-18,10:50,A,85,6.0NRT,303.3,26.7,D
47.94,29.94,325.9,1,1,2019-10-18,10:50,A,81,6.0NRT,302.7,18.2,D
46.104,21.147,311.9,2.8,1.6,2019-10-18,10:50,A,70,6.0NRT,294.6,34.8,D
46.113,21.181,324.6,2.8,1.6,2019-10-18,10:50,A,82,6.0NRT,294.8,86.7,D
46.221,21.61,310.7,2.6,1.6,2019-10-18,10:50,A,51,6.0NRT,295.9,27.3,D
47.792,29.107,323.9,1.1,1,2019-10-18,10:50,A,79,6.0NRT,298.3,19.5,D
47.794,29.121,311.7,1.1,1,2019-10-18,10:50,A,60,6.0NRT,297.8,6.6,D
47.929,29.929,330,1,1,2019-10-18,10:50,A,84,6.0NRT,303.5,24.5,D
47.931,29.943,318,1,1,2019-10-18,10:50,A,69,6.0NRT,303.3,10.3,D
48.541,34.253,310.4,1.1,1,2019-10-18,10:50,A,58,6.0NRT,296.5,7.1,D
48.465,33.715,311.2,1.1,1,2019-10-18,10:50,A,63,6.0NRT,297.2,6.5,D
45.669,19.624,312.7,3.5,1.8,2019-10-18,10:50,A,70,6.0NRT,294.9,46,D
48.169,31.603,322.9,1,1,2019-10-18,10:50,A,78,6.0NRT,298.5,15.7,D
48.171,31.617,352.2,1,1,2019-10-18,10:50,A,96,6.0NRT,299.9,62.4,D
48.16,31.606,321.2,1,1,2019-10-18,10:50,A,72,6.0NRT,297.7,13.7,D
48.162,31.62,370.8,1,1,2019-10-18,10:50,A,100,6.0NRT,301.9,114.1,D
45.674,19.629,310.5,3.5,1.8,2019-10-18,10:50,A,67,6.0NRT,294.6,35.4,D
48.112,31.477,312.3,1,1,2019-10-18,10:50,A,60,6.0NRT,300.7,5.1,D
48.114,31.49,309.9,1,1,2019-10-18,10:50,A,48,6.0NRT,299.7,3.6,D
48.282,32.669,316.4,1,1,2019-10-18,10:50,A,71,6.0NRT,299.6,9.6,D
48.283,32.682,311.9,1,1,2019-10-18,10:50,A,62,6.0NRT,299.4,6,D
47.593,28.395,316.6,1.2,1.1,2019-10-18,10:50,A,73,6.0NRT,300.5,12.7,D
47.706,29.04,311.1,1.1,1,2019-10-18,10:50,A,61,6.0NRT,299.6,6.7,D
43.553,27.573,316,1.5,1.2,2019-10-18,10:50,A,71,6.0NRT,298.1,17.1,D
49.995,32.557,310.1,1,1,2019-10-18,10:50,A,62,6.0NRT,298.2,5.3,D
49.678,30.506,311,1,1,2019-10-18,10:50,A,64,6.0NRT,295.6,7.4,D
49.983,32.678,309.5,1,1,2019-10-18,10:50,A,61,6.0NRT,297.8,4.8,D
49.736,31.222,308,1,1,2019-10-18,10:50,A,51,6.0NRT,294.9,4.7,D
49.738,31.236,315.6,1,1,2019-10-18,10:50,A,71,6.0NRT,295.7,10.4,D
48.894,26.265,319.5,1.3,1.1,2019-10-18,10:50,A,79,6.0NRT,295.6,22.1,D
48.897,26.283,315.4,1.3,1.1,2019-10-18,10:50,A,75,6.0NRT,294.8,16.1,D
49.805,31.771,308.9,1,1,2019-10-18,10:50,A,53,6.0NRT,297.9,4.2,D
48.796,25.984,309.7,1.4,1.2,2019-10-18,10:50,A,63,6.0NRT,295.4,9.9,D
49.805,32.237,307.4,1,1,2019-10-18,10:50,A,46,6.0NRT,296.6,3.2,D
49.807,32.323,334.4,1,1,2019-10-18,10:50,A,88,6.0NRT,297,30.7,D
49.925,33.229,307.6,1.1,1,2019-10-18,10:50,A,56,6.0NRT,297.3,4.5,D
49.798,32.326,327.3,1,1,2019-10-18,10:50,A,83,6.0NRT,297.4,21.3,D
47.978,22.405,316.6,2.1,1.4,2019-10-18,10:50,A,76,6.0NRT,295.2,34.4,D
47.984,22.432,309.7,2.1,1.4,2019-10-18,10:50,A,68,6.0NRT,294.7,18,D
49.345,29.627,316.2,1,1,2019-10-18,10:50,A,73,6.0NRT,296.5,11.1,D
49.488,30.544,370,1,1,2019-10-18,10:50,A,100,6.0NRT,303.2,112.2,D
49.823,32.947,314.4,1,1,2019-10-18,10:50,A,70,6.0NRT,293.9,10.8,D
49.883,33.422,369.1,1.1,1,2019-10-18,10:50,A,100,6.0NRT,301.3,119.6,D
49.885,33.437,335,1.1,1,2019-10-18,10:50,A,88,6.0NRT,296.1,34.8,D
50.019,34.572,305.3,1.1,1.1,2019-10-18,10:50,A,46,6.0NRT,293.9,4.7,D
50.047,34.828,308.3,1.2,1.1,2019-10-18,10:50,A,59,6.0NRT,297.2,6.3,D
49.479,30.547,315.9,1,1,2019-10-18,10:50,A,68,6.0NRT,299.4,9.4,D
49.481,30.561,313.9,1,1,2019-10-18,10:50,A,45,6.0NRT,296.6,8.2,D
49.861,33.323,309.6,1.1,1,2019-10-18,10:50,A,62,6.0NRT,296,6.4,D
49.45,30.479,352.9,1,1,2019-10-18,10:50,A,97,6.0NRT,298.9,64.8,D
49.452,30.492,321.6,1,1,2019-10-18,10:50,A,79,6.0NRT,296.8,14.7,D
49.942,34.121,315.7,1.1,1,2019-10-18,10:50,A,72,6.0NRT,297.1,11.5,D
49.855,33.559,336.2,1.1,1,2019-10-18,10:50,A,89,6.0NRT,296.9,36.2,D
49.856,33.573,309.2,1.1,1,2019-10-18,10:50,A,61,6.0NRT,296.4,4.5,D
48.742,26.513,304.6,1.3,1.1,2019-10-18,10:50,A,56,6.0NRT,294.5,5,D
49.946,34.405,312.4,1.1,1.1,2019-10-18,10:50,A,68,6.0NRT,295.6,9.1,D
49.769,33.453,308.4,1.1,1,2019-10-18,10:50,A,58,6.0NRT,296.8,4.6,D
49.141,29.347,320.4,1,1,2019-10-18,10:50,A,78,6.0NRT,297.5,15.6,D
49.383,31.021,337.6,1,1,2019-10-18,10:50,A,90,6.0NRT,298.8,36.7,D
49.385,31.035,373,1,1,2019-10-18,10:50,A,100,6.0NRT,300.5,123.8,D
49.153,29.594,311.1,1,1,2019-10-18,10:50,A,66,6.0NRT,297.2,7.5,D
49.155,29.608,316.8,1,1,2019-10-18,10:50,A,74,6.0NRT,298.1,12,D
47.744,22.57,316.6,2.1,1.4,2019-10-18,10:50,A,77,6.0NRT,297.1,29.6,D
49.185,29.91,310.7,1,1,2019-10-18,10:50,A,48,6.0NRT,297.3,5.2,D
49.194,29.965,324.5,1,1,2019-10-18,10:50,A,81,6.0NRT,299.6,18.2,D
49.196,29.979,361.1,1,1,2019-10-18,10:50,A,100,6.0NRT,299.9,87.7,D
49.448,31.673,318.2,1,1,2019-10-18,10:50,A,75,6.0NRT,295,13.3,D
49.45,31.686,322.6,1,1,2019-10-18,10:50,A,79,6.0NRT,295.5,17.8,D
48.957,28.575,316.1,1.1,1,2019-10-18,10:50,A,73,6.0NRT,294.8,13.9,D
49.174,29.9,310.3,1,1,2019-10-18,10:50,A,31,6.0NRT,298.3,4.9,D
49.189,29.996,315.7,1,1,2019-10-18,10:50,A,48,6.0NRT,298.2,9.3,D
47.743,22.577,316.2,2.1,1.4,2019-10-18,10:50,A,76,6.0NRT,296.7,30.2,D
49.165,29.903,311,1,1,2019-10-18,10:50,A,45,6.0NRT,297.9,5.9,D
48.898,28.348,305.8,1.1,1.1,2019-10-18,10:50,A,50,6.0NRT,294.5,5.1,D
48.901,28.362,304,1.1,1.1,2019-10-18,10:50,A,29,6.0NRT,293.8,3.6,D
49.831,34.921,306.7,1.2,1.1,2019-10-18,10:50,A,46,6.0NRT,296.6,4.7,D
49.132,29.93,317.6,1,1,2019-10-18,10:50,A,75,6.0NRT,294.2,12.5,D
49.134,29.944,318.6,1,1,2019-10-18,10:50,A,76,6.0NRT,294.4,13.6,D
49.802,34.929,309.8,1.2,1.1,2019-10-18,10:50,A,63,6.0NRT,297.3,6.8,D
49.03,29.52,308.4,1,1,2019-10-18,10:50,A,59,6.0NRT,297.4,4.7,D
49.203,30.628,308.5,1,1,2019-10-18,10:50,A,56,6.0NRT,298.4,4.5,D
49.611,33.739,336.9,1.1,1,2019-10-18,10:50,A,89,6.0NRT,296.6,39.9,D
49.613,33.754,314.3,1.1,1,2019-10-18,10:50,A,71,6.0NRT,294.2,11.4,D
49.616,33.86,306.7,1.1,1,2019-10-18,10:50,A,29,6.0NRT,295.9,5,D
49.618,33.875,310.7,1.1,1,2019-10-18,10:50,A,59,6.0NRT,297,7.5,D
49.69,34.479,309.9,1.1,1.1,2019-10-18,10:50,A,63,6.0NRT,297.3,7.5,D
48.88,28.842,313.3,1.1,1,2019-10-18,10:50,A,69,6.0NRT,297.1,10.2,D
49.68,34.481,306.9,1.1,1.1,2019-10-18,10:50,A,50,6.0NRT,296.2,5.2,D
49.722,34.939,307.9,1.2,1.1,2019-10-18,10:50,A,55,6.0NRT,297.5,5.2,D
49.246,31.42,315.5,1,1,2019-10-18,10:50,A,71,6.0NRT,297,10.9,D
49.019,30.042,307.7,1,1,2019-10-18,10:50,A,47,6.0NRT,296.2,3.4,D
48.861,29.354,308.6,1.1,1,2019-10-18,10:50,A,54,6.0NRT,295.5,6.5,D
48.858,29.612,313.7,1,1,2019-10-18,10:50,A,57,6.0NRT,297.3,8.6,D
48.762,29.143,310.8,1.1,1,2019-10-18,10:50,A,64,6.0NRT,296.2,7.8,D
48.843,29.633,318.9,1,1,2019-10-18,10:50,A,76,6.0NRT,298.5,12.9,D
48.692,28.897,329.5,1.1,1,2019-10-18,10:50,A,85,6.0NRT,299,27.7,D
48.695,28.912,335.7,1.1,1,2019-10-18,10:50,A,89,6.0NRT,298.7,36.6,D
49.323,33.138,324.3,1,1,2019-10-18,10:50,A,81,6.0NRT,298.2,19.1,D
48.69,28.944,328.7,1.1,1,2019-10-18,10:50,A,84,6.0NRT,296.7,25.4,D
48.693,28.958,312.7,1.1,1,2019-10-18,10:50,A,8,6.0NRT,296.8,7.8,D
49.314,33.14,345.1,1,1,2019-10-18,10:50,A,93,6.0NRT,298.9,50.9,D
49.316,33.154,312,1,1,2019-10-18,10:50,A,36,6.0NRT,296.3,6.6,D
48.883,30.241,312.9,1,1,2019-10-18,10:50,A,68,6.0NRT,299.1,7.7,D
48.885,30.255,308.6,1,1,2019-10-18,10:50,A,50,6.0NRT,297.7,4.9,D
48.663,28.954,319.3,1.1,1,2019-10-18,10:50,A,52,6.0NRT,297.6,14,D
48.499,28.631,316.2,1.1,1.1,2019-10-18,10:50,A,72,6.0NRT,297.8,12.7,D
49.375,34.765,316.5,1.1,1.1,2019-10-18,10:50,A,73,6.0NRT,298.3,13.1,D
48.668,29.769,328.2,1,1,2019-10-18,10:50,A,83,6.0NRT,300.2,23,D
48.671,29.782,313.5,1,1,2019-10-18,10:50,A,63,6.0NRT,300.2,7.3,D
48.659,29.772,317,1,1,2019-10-18,10:50,A,73,6.0NRT,300.4,10.8,D
49.176,33.355,352,1,1,2019-10-18,10:50,A,96,6.0NRT,298.5,67.2,D
49.177,33.37,323.3,1,1,2019-10-18,10:50,A,80,6.0NRT,295.1,18.7,D
49.27,34.121,308.5,1.1,1,2019-10-18,10:50,A,59,6.0NRT,296.3,4.6,D
49.34,34.711,317.6,1.1,1.1,2019-10-18,10:50,A,74,6.0NRT,298.8,13.7,D
48.666,29.93,311.8,1,1,2019-10-18,10:50,A,64,6.0NRT,297.7,6.7,D
48.59,29.637,310.3,1,1,2019-10-18,10:50,A,61,6.0NRT,300.1,5.8,D
48.637,29.926,316.7,1,1,2019-10-18,10:50,A,72,6.0NRT,298,10.7,D
48.702,30.333,309.7,1,1,2019-10-18,10:50,A,54,6.0NRT,299,5.9,D
48.627,29.922,313.7,1,1,2019-10-18,10:50,A,67,6.0NRT,298.4,7.4,D
48.87,31.522,313.5,1,1,2019-10-18,10:50,A,68,6.0NRT,298.8,8.4,D
48.561,29.567,309.7,1.1,1,2019-10-18,10:50,A,58,6.0NRT,298.2,6,D
48.563,29.58,326.5,1.1,1,2019-10-18,10:50,A,82,6.0NRT,299.6,22.4,D
48.883,31.742,313.1,1,1,2019-10-18,10:50,A,57,6.0NRT,292.7,7.7,D
49.202,34.163,313.2,1.1,1,2019-10-18,10:50,A,68,6.0NRT,297.4,9,D
48.868,31.762,314.6,1,1,2019-10-18,10:50,A,63,6.0NRT,293.3,9,D
48.6,30.047,340.6,1,1,2019-10-18,10:50,A,79,6.0NRT,301.5,41.8,D
48.602,30.061,328,1,1,2019-10-18,10:50,A,79,6.0NRT,299.8,22.6,D
48.598,30.091,310.7,1,1,2019-10-18,10:50,A,61,6.0NRT,298.7,6,D
48.397,28.986,310.1,1.1,1,2019-10-18,10:50,A,61,6.0NRT,299.7,7.4,D
48.669,30.664,314.7,1,1,2019-10-18,10:50,A,64,6.0NRT,299.5,7.8,D
48.66,30.668,317.3,1,1,2019-10-18,10:50,A,71,6.0NRT,298.4,10.2,D
48.523,29.849,309.7,1,1,2019-10-18,10:50,A,58,6.0NRT,299.6,4.9,D
48.718,31.173,328.1,1,1,2019-10-18,10:50,A,79,6.0NRT,300.4,22.4,D
48.72,31.187,325.1,1,1,2019-10-18,10:50,A,81,6.0NRT,299.5,18.5,D
48.445,29.483,333.6,1.1,1,2019-10-18,10:50,A,87,6.0NRT,299.7,32.1,D
48.447,29.496,375.3,1.1,1,2019-10-18,10:50,A,100,6.0NRT,305.3,141.5,D
48.474,29.78,310,1,1,2019-10-18,10:50,A,59,6.0NRT,298.9,5.2,D
48.476,29.794,310.6,1,1,2019-10-18,10:50,A,61,6.0NRT,299,5.4,D
48.556,30.298,333.1,1,1,2019-10-18,10:50,A,87,6.0NRT,300.9,27.9,D
48.559,30.311,359.8,1,1,2019-10-18,10:50,A,99,6.0NRT,302.6,83,D
48.548,30.301,312.1,1,1,2019-10-18,10:50,A,43,6.0NRT,300,5.4,D
48.55,30.315,313.5,1,1,2019-10-18,10:50,A,65,6.0NRT,302.1,7.2,D
48.637,30.878,348.4,1,1,2019-10-18,10:50,A,95,6.0NRT,300.2,55.8,D
48.639,30.892,337.4,1,1,2019-10-18,10:50,A,89,6.0NRT,295.1,35.8,D
48.628,30.882,327.6,1,1,2019-10-18,10:50,A,83,6.0NRT,298.7,22.6,D
48.63,30.895,311.4,1,1,2019-10-18,10:50,A,59,6.0NRT,294.6,6.9,D
48.431,29.693,344.9,1,1,2019-10-18,10:50,A,93,6.0NRT,300.8,51.1,D
48.972,33.428,305.6,1,1,2019-10-18,10:50,A,43,6.0NRT,294.2,4.6,D
48.458,29.916,309.2,1,1,2019-10-18,10:50,A,55,6.0NRT,298.9,4,D
48.635,31.18,338.9,1,1,2019-10-18,10:50,A,90,6.0NRT,301.3,36.2,D
48.637,31.194,388.2,1,1,2019-10-18,10:50,A,100,6.0NRT,305.8,184.6,D
48.639,31.207,341,1,1,2019-10-18,10:50,A,91,6.0NRT,299.2,39.8,D
48.716,31.74,309.5,1,1,2019-10-18,10:50,A,55,6.0NRT,297.3,5.1,D
48.927,33.288,312.6,1,1,2019-10-18,10:50,A,67,6.0NRT,295.6,8.9,D
48.61,31.077,316.3,1,1,2019-10-18,10:50,A,71,6.0NRT,299.8,9.3,D
48.626,31.183,313.8,1,1,2019-10-18,10:50,A,68,6.0NRT,299.1,7.9,D
48.628,31.197,324.2,1,1,2019-10-18,10:50,A,80,6.0NRT,301.1,17.9,D
49.035,34.222,313.4,1.1,1,2019-10-18,10:50,A,68,6.0NRT,298.3,9.7,D
48.601,31.08,312.7,1,1,2019-10-18,10:50,A,60,6.0NRT,299.8,5.8,D
48.888,33.126,316.8,1,1,2019-10-18,10:50,A,73,6.0NRT,296.4,12.2,D
48.943,33.56,312.7,1.1,1,2019-10-18,10:50,A,67,6.0NRT,296.2,8.5,D
48.268,29.047,310.6,1.1,1,2019-10-18,10:50,A,62,6.0NRT,296.7,7.7,D
48.456,30.198,320,1,1,2019-10-18,10:50,A,76,6.0NRT,301.2,12.8,D
48.459,30.211,312.9,1,1,2019-10-18,10:50,A,66,6.0NRT,299.6,6.1,D
48.92,33.45,311.9,1,1,2019-10-18,10:50,A,65,6.0NRT,299,8.1,D
48.175,28.73,310.8,1.1,1.1,2019-10-18,10:50,A,63,6.0NRT,297.5,7.8,D
48.225,29.018,306.2,1.1,1,2019-10-18,10:50,A,43,6.0NRT,295.5,4.6,D
48.484,30.614,311.9,1,1,2019-10-18,10:50,A,64,6.0NRT,300.1,6.2,D
48.486,30.628,310.8,1,1,2019-10-18,10:50,A,61,6.0NRT,299.9,5.4,D
48.855,33.237,325.4,1,1,2019-10-18,10:50,A,81,6.0NRT,296.9,20.1,D
48.857,33.251,322.5,1,1,2019-10-18,10:50,A,79,6.0NRT,298.4,16.8,D
48.834,33.143,310.6,1,1,2019-10-18,10:50,A,62,6.0NRT,295.5,6.2,D
48.846,33.24,332,1,1,2019-10-18,10:50,A,86,6.0NRT,297.7,28.5,D
48.848,33.254,323.5,1,1,2019-10-18,10:50,A,80,6.0NRT,299.1,17.7,D
48.368,30,317.4,1,1,2019-10-18,10:50,A,73,6.0NRT,298.4,12,D
48.545,31.141,313.2,1,1,2019-10-18,10:50,A,67,6.0NRT,300,7.1,D
48.825,33.145,325.8,1,1,2019-10-18,10:50,A,82,6.0NRT,296.7,20.9,D
48.405,30.279,319.1,1,1,2019-10-18,10:50,A,75,6.0NRT,299.5,12.2,D
48.511,31.032,319.4,1,1,2019-10-18,10:50,A,75,6.0NRT,296.5,12.8,D
48.712,32.433,327.4,1,1,2019-10-18,10:50,A,83,6.0NRT,296.2,22.1,D
48.714,32.446,338.3,1,1,2019-10-18,10:50,A,90,6.0NRT,298.8,37.4,D
48.807,33.142,315.8,1,1,2019-10-18,10:50,A,71,6.0NRT,297.1,9.7,D
48.809,33.156,330.4,1,1,2019-10-18,10:50,A,85,6.0NRT,297.4,26.3,D
49.034,34.993,315.5,1.1,1.1,2019-10-18,10:50,A,71,6.0NRT,297.4,12.4,D
48.5,31.022,356.4,1,1,2019-10-18,10:50,A,98,6.0NRT,301.5,71.8,D
48.502,31.035,348.1,1,1,2019-10-18,10:50,A,95,6.0NRT,298.8,53.4,D
48.64,31.98,308.9,1,1,2019-10-18,10:50,A,55,6.0NRT,298.4,4.4,D
48.39,30.427,310.8,1,1,2019-10-18,10:50,A,53,6.0NRT,298.6,6.5,D
48.528,31.334,328.6,1,1,2019-10-18,10:50,A,83,6.0NRT,300.7,21.4,D
48.53,31.347,312.4,1,1,2019-10-18,10:50,A,64,6.0NRT,300.2,5.4,D
48.396,30.524,308.5,1,1,2019-10-18,10:50,A,53,6.0NRT,297.4,4.9,D
48.588,31.941,313,1,1,2019-10-18,10:50,A,61,6.0NRT,299.4,7.1,D
48.477,31.24,310.4,1,1,2019-10-18,10:50,A,60,6.0NRT,299.1,5,D
48.579,31.944,316.2,1,1,2019-10-18,10:50,A,71,6.0NRT,299.3,9.9,D
48.358,30.643,321.3,1,1,2019-10-18,10:50,A,77,6.0NRT,300.2,15.8,D
48.513,31.68,329,1,1,2019-10-18,10:50,A,84,6.0NRT,301.4,22.3,D
